layer,public_use,next_gate,region_id,country,kind,source_type,confidence_tier,published_annual_twh,include_in_source_verified_floor,include_in_modelled_envelope,annual_value_basis,definition_notes,source,source_url,validation_doc
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",cambodia,KHM,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,"IRENA RE Statistics 2024 (~470 MW solar 2024, rapid solar growth); modelled curtailment ~2% per regional default",https://www.irena.org/Data/Energy-Profiles,docs/validation/cambodia.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",cameroon,CMR,hydro,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA Cameroon 2024 (ENEO/SONATREL; mostly hydro),https://eneo.cm/,docs/validation/cameroon.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",central-african-republic,CAF,hydro,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / ENERCA (micro-hydro + diesel; very small grid),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/central-african-republic.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",chad,TCD,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / SNE Chad (diesel + emerging solar; large landlocked grid),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/chad.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",china-hebei,CHN,wind,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,"NEA 2024 provincial RE monitoring bulletin — wind curtailment ~2 TWh/yr (north China wind corridor, Zhangjiakou transmission bottleneck)",https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/china-hebei.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",china-heilongjiang,CHN,wind,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,NEA 2024 provincial RE monitoring bulletin — wind curtailment ~1.5 TWh/yr (northeast grid; Daqing-area wind build-out),https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/china-heilongjiang.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",china-jilin,CHN,wind,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,NEA 2024 provincial RE monitoring bulletin — wind curtailment ~1 TWh/yr (northeast grid; Baicheng wind corridor),https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/china-jilin.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",comoros,COM,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / MA-MWE (~5 MW PV + diesel; island grid),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/comoros.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",congo-drc,COD,hydro,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA DRC 2024 (SNEL; Inga hydro complex ~2.5 GW; SAPP),https://www.snel.cd/,docs/validation/congo-drc.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",congo-republic,COG,hydro,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / SNE Congo (Moukoukoulou hydro + gas),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/congo-republic.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",costa-rica,CRI,hydro,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA Costa Rica 2024 (98% renewable; hydro spill not anchored to hourly feed; ICE/CENCE),https://www.grupoice.com/,docs/validation/costa-rica.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",cote-divoire,CIV,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA Cote d'Ivoire 2024 (CIE; major WAPP exporter),https://www.cie.ci/,docs/validation/cote-divoire.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",cuba,CUB,mixed,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,Cuba UNE 2022-24 grid restoration + Ember Cuba Electricity Review 2024 (post-Hurricane-Ian grid stress; not steady-state anchor),https://www.une.cu/,docs/validation/cuba.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",denmark-east-solar,DNK,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,Energinet DK2 solar (25% share),https://api.energidataservice.dk/,docs/validation/denmark-east-solar.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",denmark-east-wind,DNK,wind,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,Energinet DK2 wind (25% share),https://api.energidataservice.dk/,docs/validation/denmark-east-wind.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",denmark-west-solar,DNK,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,Energinet DK1 solar (75% share),https://api.energidataservice.dk/,docs/validation/denmark-west-solar.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",denmark-west-wind,DNK,wind,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,Energinet DK1 wind (75% share),https://api.energidataservice.dk/,docs/validation/denmark-west-wind.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",djibouti,DJI,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / EDD (~15 MW solar; geothermal in development),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/djibouti.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",dominica,DMA,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / DOMLEC (hydro + solar + geothermal in development),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/dominica.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",dominican-republic,DOM,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,"IRENA Dominican Republic 2024 + OC (Organismo Coordinador del SENI) Reportes de Operacion 2024. Live promotion attempt 2026-04-29 reverted: OC `GetGeneracionReprogramadaJSon` endpoint exposes scheduled/actual total generation, not renewable-specific curtailed-energy. Held at T3 pending a genuine curtailment source.",https://www.oc.org.do/,docs/validation/dominican-republic.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",e-saudi,SAU,flare,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,VIIRS + GGFR,https://www.worldbank.org/en/programs/gasflaringreduction,docs/validation/e-saudi.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",east-timor,TLS,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / EDTL (~30 MW solar + diesel; small island grid),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/east-timor.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",ecuador,ECU,hydro,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA Ecuador 2024 (hydro-dominated; CENACE Ecuador PDF reports; at inclusion threshold),https://www.cenace.gob.ec/,docs/validation/ecuador.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",el-salvador,SLV,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA Renewable Energy Statistics 2024 (El Salvador VRE share),https://www.ut.com.sv/,docs/validation/el-salvador.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",equatorial-guinea,GNQ,mixed,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / SEGESA (gas + Djibloho hydro; small grid),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/equatorial-guinea.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",ercot-east-solar,USA,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,EIA ERCO solar,https://www.eia.gov/opendata/browser/electricity/rto/fuel-type-data,docs/validation/ercot-east-solar.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",ercot-east-wind,USA,wind,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,EIA ERCO wind,https://www.eia.gov/opendata/browser/electricity/rto/fuel-type-data,docs/validation/ercot-east-wind.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",ercot-west-solar,USA,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,EIA ERCO solar,https://www.eia.gov/opendata/browser/electricity/rto/fuel-type-data,docs/validation/ercot-west-solar.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",ercot-west-wind,USA,wind,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,EIA ERCO wind,https://www.eia.gov/opendata/browser/electricity/rto/fuel-type-data,docs/validation/ercot-west-wind.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",eritrea,ERI,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / EEC (~10 MW PV; isolated grid),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/eritrea.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",eswatini,SWZ,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA Eswatini 2024 (EEC; SAPP member; biomass+hydro),https://www.eec.co.sz/,docs/validation/eswatini.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",fiji,FJI,hydro,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / EFL Fiji (Monasavu hydro + ~5 MW PV; Pacific island),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/fiji.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",florida,USA,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,"EIA FLA solar generation exists, but no published curtailment rate from FRCC/FPL. 0.5 TWh/yr provisional anchor — requires FRCC market monitor or FPL IRP 2024 published curtailment figure to move to T1.",https://www.eia.gov/opendata/browser/electricity/rto/fuel-type-data,docs/validation/florida.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",french-guiana,GUF,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,EDF SEI Bilan Previsionnel Guyane 2024 (below normal inclusion threshold; included for completeness as the only South-American French overseas territory),https://www.edf.fr/edf-sei/,docs/validation/french-guiana.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",gabon,GAB,hydro,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA Gabon 2024 (SEEG; hydro+gas; flaring relevant),https://www.seeg-gabon.com/,docs/validation/gabon.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",gambia,GMB,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / NAWEC (~10 MW PV + diesel; small West African grid),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/gambia.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",gb-england-wales-solar,GBR,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,Elexon BMRS solar (England+Wales ~30% share),https://www.elexon.co.uk/data/,docs/validation/gb-england-wales-solar.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",gb-england-wales-wind,GBR,wind,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,Elexon BMRS wind (England+Wales ~30% share),https://www.elexon.co.uk/data/,docs/validation/gb-england-wales-wind.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",gb-scotland-solar,GBR,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,Elexon BMRS solar (Scotland ~70% share via NESO constraint boundary),https://www.elexon.co.uk/data/,docs/validation/gb-scotland-solar.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",gb-scotland-wind,GBR,wind,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,Elexon BMRS wind (Scotland ~70% share via NESO constraint boundary),https://www.elexon.co.uk/data/,docs/validation/gb-scotland-wind.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",georgia,GEO,mixed,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,"IRENA RE Statistics 2024 (~100 MW solar+wind combined, ~1.8 GW hydro); modelled curtailment ~2% per regional default",https://www.irena.org/Data/Energy-Profiles,docs/validation/georgia.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",ghana,GHA,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,Ember Ghana 2024 (GRIDCo TSO; Akosombo hydro + PV),https://www.gridcogh.com/,docs/validation/ghana.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",grenada,GRD,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / GRENLEC (~5 MW solar + oil; island grid),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/grenada.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",guatemala,GTM,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA Renewable Energy Statistics 2024 (Guatemala VRE share) + AMM Plan Operativo 2024,https://www.amm.org.gt/,docs/validation/guatemala.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",guatemala-siepac,GTM,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA Central America Interconnect 2024 (SIEPAC corridor; EOR Ente Operador Regional),https://www.enteoperador.org/,docs/validation/guatemala-siepac.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",guinea,GIN,hydro,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / EDG Guinea (Garafiri + Kaleta + Souapiti hydro; hydro-dominant),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/guinea.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",guinea-bissau,GNB,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / EAGB (~5 MW PV + diesel; very small grid),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/guinea-bissau.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",guyana,GUY,flare,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,GGFR 2024 Guyana Stabroek block flaring offshore (Liza FPSO; upstream off-grid lifted onto GPL coverage),https://www.gplinc.com/,docs/validation/guyana.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",haiti,HTI,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / EDH (~70 MW PV incl. Caracol 12 MW),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/haiti.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",hawaii-island,USA,mixed,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,Hawaiian Electric RSWG (Hawaii Island: 58.7% renewable share 2024),https://www.hawaiianelectric.com/about-us/performance-scorecards-and-metrics/renewable-energy,docs/validation/hawaii-island.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",hawaii-maui,USA,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,Hawaiian Electric RSWG monthly reports (Maui island system),https://www.hawaiianelectric.com/about-us/performance-scorecards-and-metrics/renewable-energy,docs/validation/hawaii-maui.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",hawaii-oahu,USA,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,"Hawaiian Electric RSWG monthly reports (Oahu: ~30% renewable share 2024, provisional)",https://www.hawaiianelectric.com/about-us/performance-scorecards-and-metrics/renewable-energy,docs/validation/hawaii-oahu.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",iceland,ISL,hydro,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,Published,https://orkustofnun.is/,docs/validation/iceland.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",iso-ne-maine-vermont,USA,wind,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,"EIA ISO-NE wind (ME+VT share, 93% of NE curtailment per IMM)",https://www.iso-ne.com/static-assets/documents/100023/2024-annual-markets-report.pdf,docs/validation/iso-ne-maine-vermont.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",iso-ne-rest-solar,USA,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,EIA ISO-NE solar (ex-ME/VT),https://www.eia.gov/opendata/browser/electricity/rto/fuel-type-data,docs/validation/iso-ne-rest-solar.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",iso-ne-rest-wind,USA,wind,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,EIA ISO-NE wind (ex-ME/VT),https://www.eia.gov/opendata/browser/electricity/rto/fuel-type-data,docs/validation/iso-ne-rest-wind.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",jamaica,JAM,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,Office of Utilities Regulation Jamaica Annual Report 2024 (Wigton wind + Content solar),https://www.jpsco.com/,docs/validation/jamaica.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",kiribati,KIR,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / UTT (~2 MW PV + diesel; atoll islands),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/kiribati.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",kuwait,KWT,flare,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,GGFR 2024 Kuwait Burgan + Wafra flare composite (KOC),https://www.worldbank.org/en/programs/gasflaringreduction,docs/validation/kuwait.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",kyrgyzstan,KGZ,hydro,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / NEK (hydro-dominant; VRE <50 MW; modelled hydro spillage),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/kyrgyzstan.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",laos,LAO,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RE Statistics 2024 (hydro-export economy; some utility solar deployed); modelled curtailment ~2% per regional default,https://www.irena.org/Data/Energy-Profiles,docs/validation/laos.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",lebanon,LBN,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / LCEC (~870 MW PV per LCEC 2024),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/lebanon.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",lesotho,LSO,hydro,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / LEWA (Muela HPP 72 MW; hydro-dominant),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/lesotho.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",liberia,LBR,hydro,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / LEC (Mt Coffee hydro 88 MW + diesel; WAPP),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/liberia.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",libya,LBY,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / GECOL (<100 MW utility PV),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/libya.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",liechtenstein,LIE,hydro,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / LFV (Alpine hydro; import-dependent; near-zero VRE),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/liechtenstein.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",madagascar,MDG,hydro,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA Madagascar 2024 (JIRAMA; hydro+thermal isolated grids),https://www.jirama.mg/,docs/validation/madagascar.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",malawi,MWI,hydro,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA Malawi 2024 (ESCOM/EGENCO; Shire hydro + Salima PV; SAPP),https://www.escom.mw/,docs/validation/malawi.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",maldives,MDV,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / STELCO (~50 MW solar+diesel hybrid island grid),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/maldives.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",mali,MLI,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / EDM (~200 MW PV incl. Kita 50 MW),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/mali.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",malta,MLT,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,ENTSO-E Enemalta,https://transparency.entsoe.eu/,docs/validation/malta.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",marshall-islands,MHL,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / MEC (~5 MW PV + diesel; atoll grid),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/marshall-islands.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",mauritania,MRT,wind,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA Mauritania 2024 (SOMELEC; Boulenouar wind 100 MW + Sheikh Zayed PV),https://somelec.mr/,docs/validation/mauritania.md
