priority,readiness_label,region_id,country,kind,source_type,published_annual_twh,include_in_source_verified_floor,include_in_modelled_envelope,manual_review_required,annual_value_basis,definition_notes,source,source_url,validation_doc
P2,proxy_needs_anchor_validation_or_demotion,ercot-west,,,generation_or_feed_x_rate,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,,,
P2,proxy_needs_anchor_validation_or_demotion,finland-wind,FIN,wind,generation_or_feed_x_rate,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,ENTSO-E A75 FI B19 wind,https://transparency.entsoe.eu/,docs/validation/finland-wind.md
P2,proxy_needs_anchor_validation_or_demotion,france-solar,FRA,solar,generation_or_feed_x_rate,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,RTE eco2mix solar,https://odre.opendatasoft.com/,docs/validation/france-solar.md
P2,proxy_needs_anchor_validation_or_demotion,france-wind,FRA,wind,generation_or_feed_x_rate,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,RTE eco2mix wind,https://odre.opendatasoft.com/,docs/validation/france-wind.md
P2,proxy_needs_anchor_validation_or_demotion,iso-ne,,,generation_or_feed_x_rate,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,,,docs/validation/iso-ne.md
P2,proxy_needs_anchor_validation_or_demotion,miso,,,generation_or_feed_x_rate,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,,,
P2,proxy_needs_anchor_validation_or_demotion,n-norway,,,generation_or_feed_x_rate,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,,,
P2,proxy_needs_anchor_validation_or_demotion,new-zealand,,,generation_or_feed_x_rate,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,,,
P2,proxy_needs_anchor_validation_or_demotion,north-sea-solar,,,generation_or_feed_x_rate,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,,,
P2,proxy_needs_anchor_validation_or_demotion,north-sea-wind,,,generation_or_feed_x_rate,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,,,
P2,proxy_needs_anchor_validation_or_demotion,nyiso,,,generation_or_feed_x_rate,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,,,docs/validation/nyiso.md
P2,proxy_needs_anchor_validation_or_demotion,ontario-solar,CAN,solar,generation_or_feed_x_rate,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,IESO solar generation capability,https://reports-public.ieso.ca/public/GenOutputCapability/,docs/validation/ontario-solar.md
P2,proxy_needs_anchor_validation_or_demotion,ontario-wind,CAN,wind,generation_or_feed_x_rate,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,IESO wind generation capability,https://reports-public.ieso.ca/public/GenOutputCapability/,docs/validation/ontario-wind.md
P2,proxy_needs_anchor_validation_or_demotion,pjm,,,generation_or_feed_x_rate,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,,,
P2,proxy_needs_anchor_validation_or_demotion,south-africa-solar,ZAF,solar,generation_or_feed_x_rate,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,Eskom Data Portal total hourly renewable generation (PV+CSP columns × 12% curtailment),https://www.eskom.co.za/dataportal/renewables-performance/total-hourly-renewable-generation/,docs/validation/south-africa-solar.md
P2,proxy_needs_anchor_validation_or_demotion,south-africa-wind,ZAF,wind,generation_or_feed_x_rate,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,Eskom Data Portal total hourly renewable generation (Wind column × 12% curtailment),https://www.eskom.co.za/dataportal/renewables-performance/total-hourly-renewable-generation/,docs/validation/south-africa-wind.md
P2,proxy_needs_anchor_validation_or_demotion,spp,,,generation_or_feed_x_rate,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,,,
P2,proxy_needs_anchor_validation_or_demotion,sweden-north,SWE,wind,generation_or_feed_x_rate,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,generation/feed multiplied by citable or assumed curtailment rate; check source scope,ENTSO-E,https://transparency.entsoe.eu/,docs/validation/sweden-north.md
P3,modelled_envelope_only,china-hunan-wind,CHN,wind,modelled_or_fallback,0.950000,no_modelled_envelope_only,yes,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — wind curtailment (wind 50% of ~1.9 TWh/yr),https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/china-hunan-wind.md
P3,modelled_envelope_only,china-shanxi-wind,CHN,wind,modelled_or_fallback,0.840000,no_modelled_envelope_only,yes,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — wind curtailment (wind 60% of ~1.4 TWh/yr),https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/china-shanxi-wind.md
P3,modelled_envelope_only,china-zhejiang,CHN,mixed,modelled_or_fallback,0.800000,no_modelled_envelope_only,yes,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — coastal mixed wind+solar curtailment ~0.8 TWh/yr,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/china-zhejiang.md
P3,needs_manual_validation,peru-hydro,PER,hydro,generation_or_feed_x_rate,0.800000,candidate_after_manual_validation,no,yes,source-note annual hint; manual validation required,generation/feed multiplied by citable or assumed curtailment rate; check source scope,COES-SINAC live hydro generation × 2% curtailment calibration (vertimiento anchor ~0.8 TWh/yr),https://www.coes.org.pe/Portal/portalinformacion/generacion,docs/validation/peru-hydro.md
P3,needs_manual_validation,peru-solar,PER,solar,generation_or_feed_x_rate,0.800000,candidate_after_manual_validation,no,yes,source-note annual hint; manual validation required,generation/feed multiplied by citable or assumed curtailment rate; check source scope,COES-SINAC live solar generation × 2% curtailment calibration (vertimiento anchor ~0.8 TWh/yr),https://www.coes.org.pe/Portal/portalinformacion/generacion,docs/validation/peru-solar.md
P3,needs_manual_validation,peru-wind,PER,wind,generation_or_feed_x_rate,0.800000,candidate_after_manual_validation,no,yes,source-note annual hint; manual validation required,generation/feed multiplied by citable or assumed curtailment rate; check source scope,COES-SINAC live wind generation × 2% curtailment calibration (vertimiento anchor ~0.8 TWh/yr),https://www.coes.org.pe/Portal/portalinformacion/generacion,docs/validation/peru-wind.md
P3,modelled_envelope_only,china-henan,CHN,solar,modelled_or_fallback,0.700000,no_modelled_envelope_only,yes,no,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — solar curtailment ~0.7 TWh/yr,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/china-henan.md
P3,modelled_envelope_only,china-fujian,CHN,mixed,modelled_or_fallback,0.600000,no_modelled_envelope_only,yes,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — coastal mixed wind+solar curtailment ~0.6 TWh/yr,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/china-fujian.md
P3,modelled_envelope_only,china-hubei-solar,CHN,solar,modelled_or_fallback,0.600000,no_modelled_envelope_only,yes,no,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,"NEA 2024 provincial RE monitoring bulletin — solar curtailment (solar 40% of ~1.5 TWh/yr, Three Gorges basin)",https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/china-hubei-solar.md
P3,modelled_envelope_only,taiwan,TWN,mixed,modelled_or_fallback,0.600000,no_modelled_envelope_only,yes,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,"TAIPOWER + TREC + IRENA 2024 anchor. Live promotion attempt 2026-04-29 reverted: TAIPOWER `genary.json` exposes current-unit output and instantaneous renewable percentages, not a 30-day public curtailment archive or single published curtailment rate. Held at T3 pending the archive/rate chain.",https://www.taipower.com.tw/d006/loadGraph/loadGraph/genshx_.html,docs/validation/taiwan.md
P3,modelled_envelope_only,china-hunan-solar,CHN,solar,modelled_or_fallback,0.570000,no_modelled_envelope_only,yes,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — solar curtailment (solar 30% of ~1.9 TWh/yr),https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/china-hunan-solar.md
P3,modelled_envelope_only,china-shanxi-solar,CHN,solar,modelled_or_fallback,0.560000,no_modelled_envelope_only,yes,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — solar curtailment (solar 40% of ~1.4 TWh/yr),https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/china-shanxi-solar.md
P3,modelled_envelope_only,china-hubei-hydro,CHN,hydro,modelled_or_fallback,0.510000,no_modelled_envelope_only,yes,no,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,"NEA 2024 provincial RE monitoring bulletin — hydro curtailment (hydro 34% of ~1.5 TWh/yr, Three Gorges basin)",https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/china-hubei-hydro.md
P3,modelled_envelope_only,argentina,ARG,wind,modelled_or_fallback,0.500000,no_modelled_envelope_only,yes,no,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,CAMMESA / IRENA fallback,https://cammesaweb.cammesa.com/,docs/validation/argentina.md
P3,modelled_envelope_only,india-karnataka,IND,solar,generation_or_feed_x_rate,0.500000,no_modelled_envelope_only,yes,no,modelled annual central encoded in static/typical snapshot,generation/feed multiplied by citable or assumed curtailment rate; check source scope,KSLDC (Karnataka State Load Despatch Centre) — real-time dashboard and curtailment PDFs at ksldc.in. Probed successfully in April 2026 coverage audit; parser not yet implemented. Loader currently emits T3-modelled typical-shape calibrated to POSOCO South Region 2024 (~0.5 TWh/yr Karnataka solar curtailment). Will be promoted to T1a-live-tso when the parser ships.,https://ksldc.in/,docs/validation/india-karnataka.md
P3,modelled_envelope_only,ningxia-solar,CHN,solar,modelled_or_fallback,0.500000,no_modelled_envelope_only,yes,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 / Huaon-NBS generation,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/ningxia-solar.md
P3,modelled_envelope_only,ningxia-wind,CHN,wind,modelled_or_fallback,0.500000,no_modelled_envelope_only,yes,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 / Huaon-NBS generation,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/ningxia-wind.md
P3,modelled_envelope_only,south-korea,KOR,solar,modelled_or_fallback,0.500000,no_modelled_envelope_only,yes,no,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,KPX fallback,https://www.kpx.or.kr/eng/,docs/validation/south-korea.md
P3,needs_manual_validation,turkey-solar,TUR,solar,generation_or_feed_x_rate,0.500000,candidate_after_manual_validation,no,yes,source-note annual hint; manual validation required,generation/feed multiplied by citable or assumed curtailment rate; check source scope,EPIAS Transparency dashboard solar,https://seffaflik.epias.com.tr/electricity-service/v1/dashboard/realtime-generation,docs/validation/turkey-solar.md
P3,needs_manual_validation,turkey-wind,TUR,wind,generation_or_feed_x_rate,0.500000,candidate_after_manual_validation,no,yes,source-note annual hint; manual validation required,generation/feed multiplied by citable or assumed curtailment rate; check source scope,EPIAS Transparency dashboard wind,https://seffaflik.epias.com.tr/electricity-service/v1/dashboard/realtime-generation,docs/validation/turkey-wind.md
P3,modelled_envelope_only,kenya,KEN,hydro,generation_or_feed_x_rate,0.401400,no_modelled_envelope_only,yes,no,modelled annual central encoded in static/typical snapshot,generation/feed multiplied by citable or assumed curtailment rate; check source scope,EPRA 2025 (geothermal overnight venting),https://www.epra.go.ke/publications/,docs/validation/kenya.md
P3,modelled_envelope_only,china-jiangxi,CHN,solar,modelled_or_fallback,0.400000,no_modelled_envelope_only,yes,no,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,"NEA 2024 provincial RE monitoring bulletin — solar curtailment ~0.4 TWh/yr (99.0% PV utilisation, 25+ GW distributed solar)",https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/china-jiangxi.md
P3,modelled_envelope_only,india-andhra-pradesh,IND,solar,generation_or_feed_x_rate,0.400000,no_modelled_envelope_only,yes,no,modelled annual central encoded in static/typical snapshot,generation/feed multiplied by citable or assumed curtailment rate; check source scope,APTRANSCO / APSLDC (Andhra Pradesh Transmission Corporation Ltd / State Load Despatch Centre) — RE curtailment data at apsldc.in. Geoblocked from non-Indian IP ranges; loader currently emits T3-modelled typical-shape calibrated to POSOCO Southern Region 2024 (~0.4 TWh/yr solar curtailment). Will be promoted to T1a-live-tso when the India-egress relay activates the live parse.,https://apsldc.in/,docs/validation/india-andhra-pradesh.md
P3,needs_manual_validation,japan-chugoku,JPN,solar,generation_or_feed_x_rate,0.400000,candidate_after_manual_validation,no,yes,source-note annual hint; manual validation required,generation/feed multiplied by citable or assumed curtailment rate; check source scope,Chugoku Electric juyo CSV (5-min solar) × 6% calibrated curtailment (OCCTO FY2024 Chugoku anchor: ~0.40 TWh/yr),https://www.energia.co.jp/nw/jukyuu/sys/,docs/validation/japan-chugoku.md
P3,modelled_envelope_only,kazakhstan,KAZ,wind,modelled_or_fallback,0.400000,no_modelled_envelope_only,yes,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,KEGOC fallback,https://www.kegoc.kz/,docs/validation/kazakhstan.md
P3,modelled_envelope_only,morocco,MAR,mixed,modelled_or_fallback,0.400000,no_modelled_envelope_only,yes,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,ANRE 2024 (south-north transmission),http://www.anre.ma/,docs/validation/morocco.md
P3,needs_manual_validation,wa-swis-solar,AUS,solar,generation_or_feed_x_rate,0.400000,candidate_after_manual_validation,no,yes,source-note annual hint; manual validation required,generation/feed multiplied by citable or assumed curtailment rate; check source scope,AEMO WEM Facility SCADA (solar DUIDs),https://data.wa.aemo.com.au/,docs/validation/wa-swis-solar.md
P3,needs_manual_validation,wa-swis-wind,AUS,wind,generation_or_feed_x_rate,0.400000,candidate_after_manual_validation,no,yes,source-note annual hint; manual validation required,generation/feed multiplied by citable or assumed curtailment rate; check source scope,AEMO WEM Facility SCADA (wind DUIDs),https://data.wa.aemo.com.au/,docs/validation/wa-swis-wind.md
P3,modelled_envelope_only,china-hubei-wind,CHN,wind,modelled_or_fallback,0.390000,no_modelled_envelope_only,yes,no,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,"NEA 2024 provincial RE monitoring bulletin — wind curtailment (wind 26% of ~1.5 TWh/yr, Three Gorges basin)",https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/china-hubei-wind.md
P3,modelled_envelope_only,china-hunan-hydro,CHN,hydro,modelled_or_fallback,0.380000,no_modelled_envelope_only,yes,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — hydro curtailment (hydro 20% of ~1.9 TWh/yr),https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/china-hunan-hydro.md
P3,modelled_envelope_only,jordan,JOR,solar,modelled_or_fallback,0.350000,no_modelled_envelope_only,yes,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEPCO fallback,https://www.nepco.com.jo/,docs/validation/jordan.md
P3,modelled_envelope_only,quebec,CAN,hydro,modelled_or_fallback,0.324000,no_modelled_envelope_only,yes,no,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,Hydro-Quebec fallback,https://www.hydroquebec.com/,docs/validation/quebec.md
P3,modelled_envelope_only,egypt,EGY,solar,modelled_or_fallback,0.300000,no_modelled_envelope_only,yes,no,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NREA / Benban frequency disconnections,https://nrea.gov.eg/,docs/validation/egypt.md
P3,modelled_envelope_only,india-maharashtra,IND,mixed,generation_or_feed_x_rate,0.300000,no_modelled_envelope_only,yes,no,modelled annual central encoded in static/typical snapshot,generation/feed multiplied by citable or assumed curtailment rate; check source scope,MSLDC (Maharashtra State Load Despatch Centre / MSEDCL) — RE curtailment and system data at msldc.mahavedha.com. Geoblocked from non-Indian IP ranges; loader currently emits T3-modelled typical-shape calibrated to POSOCO Western Region 2024 (~0.3 TWh/yr mixed solar+wind curtailment; Solapur solar + Satara/Dhule wind corridor). Will be promoted to T1a-live-tso when the India-egress relay activates the live parse.,https://msldc.mahavedha.com/,docs/validation/india-maharashtra.md
P3,modelled_envelope_only,indonesia,IDN,solar,modelled_or_fallback,0.300000,no_modelled_envelope_only,yes,no,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,PLN fallback,https://web.pln.co.id/,docs/validation/indonesia.md
P3,modelled_envelope_only,iran,IRN,solar,generation_or_feed_x_rate,0.300000,no_modelled_envelope_only,yes,no,modelled annual central encoded in static/typical snapshot,generation/feed multiplied by citable or assumed curtailment rate; check source scope,TAVANIR fallback,https://www.tavanir.org.ir/,docs/validation/iran.md
P3,needs_manual_validation,japan-shikoku,JPN,solar,generation_or_feed_x_rate,0.300000,candidate_after_manual_validation,no,yes,source-note annual hint; manual validation required,generation/feed multiplied by citable or assumed curtailment rate; check source scope,Shikoku Electric T&D juyo CSV × 7% calibrated curtailment (OCCTO FY2024 Shikoku anchor: ~0.30 TWh/yr),https://www.yonden.co.jp/nw/,docs/validation/japan-shikoku.md
P3,modelled_envelope_only,saudi-solar,SAU,solar,generation_or_feed_x_rate,0.300000,no_modelled_envelope_only,yes,no,modelled annual central encoded in static/typical snapshot,generation/feed multiplied by citable or assumed curtailment rate; check source scope,GASTAT 2024 (5.2% curtailment ~0.8 TWh; grid constraints vs Sudair/Sakaka/NEOM scale-up). Gemini-3.1 research wave 4 (2026-04-30).,https://www.stats.gov.sa/,docs/validation/saudi-solar.md
P3,modelled_envelope_only,thailand,THA,solar,modelled_or_fallback,0.300000,no_modelled_envelope_only,yes,no,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,EGAT fallback,https://www.egat.co.th/en/,docs/validation/thailand.md
P3,modelled_envelope_only,china-beijing,CHN,solar,modelled_or_fallback,0.280000,no_modelled_envelope_only,yes,no,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — solar curtailment ~0.28 TWh/yr,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/china-beijing.md
P3,modelled_envelope_only,honduras,HND,solar,modelled_or_fallback,0.200000,no_modelled_envelope_only,yes,no,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,ODS Honduras fallback,https://ods.org.hn/,docs/validation/honduras.md
P3,modelled_envelope_only,india-east,IND,solar,modelled_or_fallback,0.200000,no_modelled_envelope_only,yes,no,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,ERLDC fallback,https://erldc.in/,docs/validation/india-east.md
P3,modelled_envelope_only,manitoba,CAN,mixed,modelled_or_fallback,0.200000,no_modelled_envelope_only,yes,no,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,Manitoba Hydro fallback,https://www.hydro.mb.ca/,docs/validation/manitoba.md
P3,modelled_envelope_only,nt-pilbara,AUS,solar,modelled_or_fallback,0.200000,no_modelled_envelope_only,yes,no,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,Horizon/Pilbara fallback,https://www.horizonpower.com.au/,docs/validation/nt-pilbara.md
P3,modelled_envelope_only,uae,ARE,solar,generation_or_feed_x_rate,0.200000,no_modelled_envelope_only,yes,no,modelled annual central encoded in static/typical snapshot,generation/feed multiplied by citable or assumed curtailment rate; check source scope,DEWA/EWEC fallback,https://www.dewa.gov.ae/,docs/validation/uae.md
P3,modelled_envelope_only,china-tianjin,CHN,mixed,modelled_or_fallback,0.160000,no_modelled_envelope_only,yes,yes,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — mixed wind+solar curtailment ~0.16 TWh/yr,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/china-tianjin.md
P3,modelled_envelope_only,israel,ISR,solar,modelled_or_fallback,0.150000,no_modelled_envelope_only,yes,no,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,Noga fallback,https://www.noga-iso.co.il/,docs/validation/israel.md
P3,modelled_envelope_only,malaysia,MYS,solar,modelled_or_fallback,0.150000,no_modelled_envelope_only,yes,no,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,"IRENA Malaysia 2024 + Suruhanjaya Tenaga (ST) 2024 anchor (~0.15 TWh/yr provisional). Gemini-3.1 research wave 2026-04-29: SEDA / ST policy classifies systemic renewable curtailment as a 'rising risk' for Peninsular Malaysia but reports current operations as stable; no published annual curtailment TWh figure exists yet. Live promotion attempt reverted (GSO real-time solar feed is generation-only, not curtailment). Held at T3 pending publication of a real curtailment figure.",https://www.gso.org.my/,docs/validation/malaysia.md
P3,modelled_envelope_only,mongolia,MNG,wind,modelled_or_fallback,0.150000,no_modelled_envelope_only,yes,no,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NPTG fallback,https://nptg.mn/,docs/validation/mongolia.md
P3,modelled_envelope_only,saskatchewan,CAN,wind,modelled_or_fallback,0.150000,no_modelled_envelope_only,yes,no,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,SaskPower fallback,https://www.saskpower.com/,docs/validation/saskatchewan.md
P3,modelled_envelope_only,pakistan-solar,PAK,solar,modelled_or_fallback,0.134000,no_modelled_envelope_only,yes,no,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,"NEPRA State of Industry Report 2024: solar curtailment not separately quantified, held conservatively at ~10% of total. Gemini-3.1 research wave 2 (2026-04-30).",https://nepra.org.pk/publications/State%20of%20Industry%20Reports/State%20of%20Industry%20Report%202024.pdf,docs/validation/pakistan-solar.md
P3,modelled_envelope_only,china-chongqing-hydro,CHN,hydro,modelled_or_fallback,0.132000,no_modelled_envelope_only,yes,no,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,"NEA 2024 provincial RE monitoring bulletin — hydro curtailment (hydro 60% of ~0.22 TWh/yr, Yangtze basin)",https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/china-chongqing-hydro.md
P3,modelled_envelope_only,china-guizhou-hydro,CHN,hydro,modelled_or_fallback,0.125000,no_modelled_envelope_only,yes,no,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — hydro curtailment (hydro 50% of ~0.25 TWh/yr),https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/china-guizhou-hydro.md
P3,modelled_envelope_only,china-guizhou-solar,CHN,solar,modelled_or_fallback,0.125000,no_modelled_envelope_only,yes,no,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 provincial RE monitoring bulletin — solar curtailment (solar 50% of ~0.25 TWh/yr),https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/china-guizhou-solar.md
P3,modelled_envelope_only,bangladesh,BGD,solar,modelled_or_fallback,0.100000,no_modelled_envelope_only,yes,no,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,BPDB fallback,https://bpdb.gov.bd/,docs/validation/bangladesh.md
P3,modelled_envelope_only,cyprus,CYP,solar,modelled_or_fallback,0.100000,no_modelled_envelope_only,yes,no,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,TSOC fallback,https://tsoc.org.cy/,docs/validation/cyprus.md
P3,modelled_envelope_only,iraq-mainland,IRQ,solar,modelled_or_fallback,0.100000,no_modelled_envelope_only,yes,no,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,Ministry of Electricity fallback,https://moelc.gov.iq/,docs/validation/iraq-mainland.md
P3,needs_manual_validation,japan-hokkaido,JPN,solar,generation_or_feed_x_rate,0.100000,candidate_after_manual_validation,no,yes,source-note annual hint; manual validation required,generation/feed multiplied by citable or assumed curtailment rate; check source scope,Hokkaido Electric juyo CSV (5-min solar) × 5% calibrated curtailment (OCCTO FY2024 Hokkaido anchor: ~0.10 TWh/yr),https://denkiyoho.hepco.co.jp/,docs/validation/japan-hokkaido.md
P3,modelled_envelope_only,oman,OMN,solar,modelled_or_fallback,0.100000,no_modelled_envelope_only,yes,no,modelled annual central encoded in static/typical snapshot,annual/modelled central value mapped to typical profile; not measured hourly curtailment,OPWP fallback,https://www.omanpwp.om/,docs/validation/oman.md
P3,needs_source_note_validation,portugal-wind,PRT,wind,live_operator_feed,0.100000,candidate_after_manual_validation,no,yes,source-note annual hint; manual validation required,,ENTSO-E REN wind,https://transparency.entsoe.eu/,docs/validation/portugal-wind.md
